,Area Code,Cogs,DifferenceBetweenActualandTargetProfit,Date,Inventory Margin,Margin,Market Size,Market,Marketing,Product_line,Product_type,Product,Profit,Sales,State,Target_cogs,Target_margin,Target_profit,Target_sales,Total_expenses,Type
394,970,59,7,2013-10-29,411,79,Major Market,Central,19,Leaves,Herbal Tea,Mint,47,147,Colorado,50,70,40,120,47,Decaf
395,936,59,7,2013-10-30,411,79,Major Market,South,19,Leaves,Herbal Tea,Chamomile,47,147,Texas,50,70,40,120,47,Decaf
396,914,50,20,2013-10-31,589,73,Major Market,East,14,Leaves,Tea,Green Tea,70,131,New York,50,70,50,120,26,Regular
397,203,53,-1,2013-11-01,380,71,Small Market,East,17,Beans,Espresso,Decaf Espresso,39,132,Connecticut,50,70,40,120,45,Decaf
398,435,54,27,2013-11-02,885,78,Small Market,West,15,Beans,Espresso,Decaf Espresso,77,141,Utah,50,70,50,120,26,Decaf
399,505,43,0,2013-11-03,452,66,Small Market,South,14,Beans,Coffee,Colombian,30,116,New Mexico,50,70,30,120,46,Regular
400,318,61,-9,2013-11-04,-906,86,Small Market,South,55,Beans,Espresso,Caffe Latte,1,157,Louisiana,40,70,10,110,85,Regular
401,503,55,-6,2013-11-05,410,69,Small Market,West,20,Beans,Espresso,Caffe Latte,24,132,Oregon,50,70,30,120,53,Regular
402,475,82,26,2013-11-06,601,102,Small Market,East,31,Leaves,Herbal Tea,Lemon,56,196,Connecticut,60,70,30,130,64,Decaf
403,715,61,3,2013-11-07,613,86,Small Market,Central,55,Leaves,Tea,Earl Grey,3,157,Wisconsin,50,70,0,120,84,Regular
404,509,53,23,2013-11-08,321,88,Small Market,West,16,Leaves,Tea,Darjeeling,73,150,Washington,30,70,50,100,39,Regular
405,513,47,-19,2013-11-09,521,65,Major Market,Central,42,Beans,Coffee,Decaf Irish Cream,-9,119,Ohio,40,70,10,110,71,Decaf
406,234,54,3,2013-11-10,424,73,Major Market,Central,17,Beans,Coffee,Amaretto,43,135,Ohio,50,70,40,120,44,Regular
407,361,67,40,2013-11-11,-1239,101,Major Market,South,22,Beans,Espresso,Caffe Latte,70,179,Texas,50,70,30,120,54,Regular
408,630,54,29,2013-11-12,601,79,Major Market,Central,15,Leaves,Tea,Darjeeling,79,142,Illinois,40,70,50,110,26,Regular
409,636,63,13,2013-11-13,1075,76,Small Market,Central,19,Beans,Coffee,Decaf Irish Cream,53,148,Missouri,60,70,40,130,40,Decaf
410,203,49,-9,2013-11-14,392,65,Small Market,East,16,Beans,Espresso,Decaf Espresso,31,121,Connecticut,40,70,40,110,44,Decaf
411,435,50,20,2013-11-15,898,73,Small Market,West,14,Beans,Espresso,Decaf Espresso,70,131,Utah,40,70,50,110,26,Decaf
412,603,52,5,2013-11-16,327,75,Small Market,East,16,Beans,Coffee,Amaretto,55,135,New Hampshire,40,70,50,110,38,Regular
413,203,55,-13,2013-11-17,627,76,Small Market,East,49,Beans,Espresso,Caffe Mocha,-3,140,Connecticut,50,70,10,120,78,Regular
414,603,49,-16,2013-11-18,335,69,Small Market,East,44,Beans,Espresso,Caffe Mocha,-6,126,New Hampshire,40,70,10,110,73,Regular
415,541,41,-19,2013-11-19,482,57,Small Market,West,13,Beans,Coffee,Colombian,1,104,Oregon,40,70,20,110,56,Regular
416,503,54,2,2013-11-20,424,73,Small Market,West,17,Beans,Espresso,Caffe Mocha,42,135,Oregon,50,70,40,120,45,Regular
417,405,65,13,2013-11-21,403,80,Small Market,South,24,Leaves,Herbal Tea,Chamomile,33,155,Oklahoma,60,70,20,130,58,Decaf
418,435,52,13,2013-11-22,327,75,Small Market,West,16,Leaves,Herbal Tea,Chamomile,53,135,Utah,40,70,40,110,39,Decaf
419,435,48,2,2013-11-23,462,74,Small Market,West,15,Leaves,Herbal Tea,Lemon,42,130,Utah,40,70,40,110,46,Decaf
420,425,49,18,2013-11-24,845,71,Small Market,West,13,Leaves,Herbal Tea,Lemon,68,128,Washington,40,70,50,110,25,Decaf
421,959,50,20,2013-11-25,898,73,Small Market,East,14,Leaves,Tea,Darjeeling,70,131,Connecticut,50,70,50,120,26,Regular
422,937,21,-14,2013-11-26,480,32,Major Market,Central,5,Leaves,Herbal Tea,Chamomile,16,53,Ohio,0,30,30,30,16,Decaf
423,513,27,-10,2013-11-27,859,39,Major Market,Central,7,Leaves,Herbal Tea,Lemon,20,66,Ohio,10,30,30,40,19,Decaf
424,850,56,-4,2013-11-28,385,70,Major Market,East,21,Leaves,Herbal Tea,Lemon,16,126,Florida,30,30,20,60,54,Decaf
425,781,54,-7,2013-11-29,404,66,Major Market,East,20,Leaves,Herbal Tea,Lemon,13,120,Massachusetts,30,30,20,60,53,Decaf
426,413,21,-15,2013-11-30,480,32,Major Market,East,5,Leaves,Tea,Green Tea,15,53,Massachusetts,20,30,30,50,17,Regular
427,505,39,-6,2013-12-01,244,53,Small Market,South,12,Beans,Espresso,Decaf Espresso,14,92,New Mexico,20,30,20,50,39,Decaf
428,702,23,-13,2013-12-02,800,35,Small Market,West,6,Beans,Espresso,Decaf Espresso,17,58,Nevada,10,30,30,40,18,Decaf
429,563,21,-15,2013-12-03,846,31,Small Market,Central,5,Beans,Coffee,Amaretto,15,52,Iowa,10,30,30,40,16,Regular
430,603,25,-22,2013-12-04,209,31,Small Market,East,9,Beans,Espresso,Regular Espresso,-12,56,New Hampshire,10,30,10,40,43,Regular
431,405,21,-15,2013-12-05,480,32,Small Market,South,5,Beans,Espresso,Caffe Mocha,15,53,Oklahoma,0,30,30,30,17,Regular
432,702,0,2,2013-12-06,430,43,Small Market,West,0,Beans,Espresso,Caffe Latte,32,43,Nevada,0,30,30,30,11,Regular
433,603,34,-23,2013-12-07,240,43,Small Market,East,12,Leaves,Herbal Tea,Lemon,-3,77,New Hampshire,10,30,20,40,46,Decaf
434,505,21,-16,2013-12-08,846,31,Small Market,South,5,Leaves,Herbal Tea,Chamomile,14,52,New Mexico,10,30,30,40,17,Decaf
435,971,25,-13,2013-12-09,820,36,Small Market,West,7,Leaves,Herbal Tea,Chamomile,17,61,Oregon,10,30,30,40,19,Decaf
436,314,34,-13,2013-12-10,240,43,Small Market,Central,12,Leaves,Tea,Green Tea,-3,77,Missouri,10,30,10,40,46,Regular
437,603,21,-16,2013-12-11,846,31,Small Market,East,5,Leaves,Tea,Darjeeling,14,52,New Hampshire,20,30,30,50,17,Regular
438,435,39,-6,2013-12-12,244,53,Small Market,West,12,Leaves,Tea,Earl Grey,14,92,Utah,10,30,20,40,39,Regular
439,360,46,1,2013-12-13,449,67,Small Market,West,14,Leaves,Tea,Earl Grey,31,113,Washington,20,30,30,50,36,Regular
440,775,22,-3,2013-12-14,802,34,Small Market,West,6,Beans,Espresso,Decaf Espresso,17,56,Nevada,20,30,20,50,17,Decaf
441,505,34,6,2013-12-15,-522,42,Small Market,South,12,Beans,Espresso,Caffe Latte,-4,76,New Mexico,20,30,-10,50,46,Regular
442,253,22,-9,2013-12-16,570,30,Small Market,West,7,Beans,Espresso,Caffe Latte,11,52,Washington,20,30,20,50,19,Regular
443,603,33,-4,2013-12-17,243,41,Small Market,East,12,Leaves,Herbal Tea,Lemon,-4,74,New Hampshire,20,30,0,50,45,Decaf
444,505,29,-5,2013-12-18,1003,35,Small Market,South,8,Leaves,Herbal Tea,Lemon,5,64,New Mexico,20,30,10,50,30,Decaf
445,503,25,-1,2013-12-19,823,38,Small Market,West,7,Leaves,Herbal Tea,Chamomile,19,63,Oregon,20,30,20,50,19,Decaf
446,603,15,-12,2013-12-20,848,24,Small Market,East,4,Leaves,Tea,Darjeeling,8,39,New Hampshire,10,30,20,40,16,Regular
447,541,32,-2,2013-12-21,482,48,Small Market,West,8,Leaves,Tea,Darjeeling,28,80,Oregon,20,30,30,50,20,Regular
448,435,35,-1,2013-12-22,248,47,Small Market,West,11,Leaves,Tea,Earl Grey,9,82,Utah,20,30,10,50,38,Regular
449,801,34,-3,2013-12-23,211,42,Small Market,West,12,Leaves,Tea,Green Tea,-3,76,Utah,20,30,0,50,45,Regular
450,772,24,-8,2013-12-24,567,32,Major Market,East,7,Leaves,Herbal Tea,Chamomile,12,56,Florida,10,30,20,40,20,Decaf
451,505,38,12,2013-12-25,256,51,Small Market,South,12,Beans,Espresso,Decaf Espresso,12,89,New Mexico,30,30,0,60,39,Decaf
452,702,23,-3,2013-12-26,807,35,Small Market,West,6,Beans,Espresso,Decaf Espresso,17,58,Nevada,20,30,20,50,18,Decaf
453,641,16,-10,2013-12-27,851,25,Small Market,Central,4,Beans,Coffee,Amaretto,10,41,Iowa,10,30,20,40,15,Regular
454,563,31,-2,2013-12-28,1009,38,Small Market,Central,9,Beans,Coffee,Colombian,8,69,Iowa,30,30,10,60,30,Regular
455,603,20,-16,2013-12-29,218,25,Small Market,East,7,Beans,Espresso,Regular Espresso,-16,45,New Hampshire,10,30,0,40,41,Regular
456,580,29,4,2013-12-30,490,44,Small Market,South,8,Beans,Espresso,Caffe Mocha,24,73,Oklahoma,20,30,20,50,20,Regular
457,253,24,-7,2013-12-31,567,32,Small Market,West,7,Beans,Espresso,Caffe Latte,13,56,Washington,20,30,20,50,19,Regular
458,541,24,-1,2014-01-01,829,36,Small Market,West,6,Leaves,Herbal Tea,Chamomile,19,60,Oregon,20,30,20,50,17,Decaf
459,603,16,-10,2014-01-02,851,25,Small Market,East,4,Leaves,Tea,Darjeeling,10,41,New Hampshire,10,30,20,40,15,Regular
460,971,29,-5,2014-01-03,490,44,Small Market,West,8,Leaves,Tea,Darjeeling,25,73,Oregon,20,30,30,50,19,Regular
461,937,21,-6,2014-01-04,480,32,Major Market,Central,5,Leaves,Herbal Tea,Chamomile,24,56,Ohio,0,30,30,30,16,Decaf
462,937,27,0,2014-01-05,859,39,Major Market,Central,7,Leaves,Herbal Tea,Lemon,30,70,Ohio,10,30,30,40,19,Decaf
463,786,56,4,2014-01-06,385,70,Major Market,East,21,Leaves,Herbal Tea,Lemon,24,134,Florida,30,30,20,60,54,Decaf
464,339,54,-1,2014-01-07,404,66,Major Market,East,20,Leaves,Herbal Tea,Lemon,19,128,Massachusetts,30,30,20,60,53,Decaf
465,781,21,-8,2014-01-08,480,32,Major Market,East,5,Leaves,Tea,Green Tea,22,56,Massachusetts,20,30,30,50,17,Regular
466,505,39,1,2014-01-09,244,53,Small Market,South,12,Beans,Espresso,Decaf Espresso,21,98,New Mexico,20,30,20,50,39,Decaf
467,775,23,-5,2014-01-10,800,35,Small Market,West,6,Beans,Espresso,Decaf Espresso,25,62,Nevada,10,30,30,40,18,Decaf
468,515,21,-8,2014-01-11,846,31,Small Market,Central,5,Beans,Coffee,Amaretto,22,55,Iowa,10,30,30,40,16,Regular
469,603,25,-28,2014-01-12,209,31,Small Market,East,9,Beans,Espresso,Regular Espresso,-18,60,New Hampshire,10,30,10,40,43,Regular
470,580,21,-8,2014-01-13,480,32,Small Market,South,5,Beans,Espresso,Caffe Mocha,22,56,Oklahoma,0,30,30,30,17,Regular
471,702,0,17,2014-01-14,430,43,Small Market,West,0,Beans,Espresso,Caffe Latte,47,46,Nevada,0,30,30,30,11,Regular
472,603,34,-24,2014-01-15,240,43,Small Market,East,12,Leaves,Herbal Tea,Lemon,-4,82,New Hampshire,10,30,20,40,46,Decaf
473,505,21,-9,2014-01-16,846,31,Small Market,South,5,Leaves,Herbal Tea,Chamomile,21,55,New Mexico,10,30,30,40,17,Decaf
474,971,25,-5,2014-01-17,820,36,Small Market,West,7,Leaves,Herbal Tea,Chamomile,25,65,Oregon,10,30,30,40,19,Decaf
475,314,34,-14,2014-01-18,240,43,Small Market,Central,12,Leaves,Tea,Green Tea,-4,82,Missouri,10,30,10,40,46,Regular
476,603,21,-9,2014-01-19,846,31,Small Market,East,5,Leaves,Tea,Darjeeling,21,55,New Hampshire,20,30,30,50,17,Regular
477,435,39,1,2014-01-20,244,53,Small Market,West,12,Leaves,Tea,Earl Grey,21,98,Utah,10,30,20,40,39,Regular
478,509,46,16,2014-01-21,449,67,Small Market,West,14,Leaves,Tea,Earl Grey,46,120,Washington,20,30,30,50,36,Regular
479,775,22,5,2014-01-22,802,34,Small Market,West,6,Beans,Espresso,Decaf Espresso,25,60,Nevada,20,30,20,50,17,Decaf
480,505,34,4,2014-01-23,-522,42,Small Market,South,12,Beans,Espresso,Caffe Latte,-6,81,New Mexico,20,30,-10,50,46,Regular
481,425,22,-4,2014-01-24,570,30,Small Market,West,7,Beans,Espresso,Caffe Latte,16,55,Washington,20,30,20,50,19,Regular
482,603,33,-6,2014-01-25,243,41,Small Market,East,12,Leaves,Herbal Tea,Lemon,-6,79,New Hampshire,20,30,0,50,45,Decaf
483,505,29,-3,2014-01-26,1003,35,Small Market,South,8,Leaves,Herbal Tea,Lemon,7,68,New Mexico,20,30,10,50,30,Decaf
484,541,25,8,2014-01-27,823,38,Small Market,West,7,Leaves,Herbal Tea,Chamomile,28,67,Oregon,20,30,20,50,19,Decaf
485,603,15,-8,2014-01-28,848,24,Small Market,East,4,Leaves,Tea,Darjeeling,12,42,New Hampshire,10,30,20,40,16,Regular
486,503,32,12,2014-01-29,482,48,Small Market,West,8,Leaves,Tea,Darjeeling,42,85,Oregon,20,30,30,50,20,Regular
487,435,35,3,2014-01-30,248,47,Small Market,West,11,Leaves,Tea,Earl Grey,13,87,Utah,20,30,10,50,38,Regular
488,435,34,-4,2014-01-31,211,42,Small Market,West,12,Leaves,Tea,Green Tea,-4,81,Utah,20,30,0,50,45,Regular
489,904,24,-2,2014-02-01,567,32,Major Market,East,7,Leaves,Herbal Tea,Chamomile,18,60,Florida,10,30,20,40,20,Decaf
490,505,38,18,2014-02-02,256,51,Small Market,South,12,Beans,Espresso,Decaf Espresso,18,95,New Mexico,30,30,0,60,39,Decaf
491,775,23,5,2014-02-03,807,35,Small Market,West,6,Beans,Espresso,Decaf Espresso,25,62,Nevada,20,30,20,50,18,Decaf
492,563,16,-5,2014-02-04,851,25,Small Market,Central,4,Beans,Coffee,Amaretto,15,44,Iowa,10,30,20,40,15,Regular
493,641,31,2,2014-02-05,1009,38,Small Market,Central,9,Beans,Coffee,Colombian,12,74,Iowa,30,30,10,60,30,Regular
494,603,20,-24,2014-02-06,218,25,Small Market,East,7,Beans,Espresso,Regular Espresso,-24,48,New Hampshire,10,30,0,40,41,Regular
495,580,29,16,2014-02-07,490,44,Small Market,South,8,Beans,Espresso,Caffe Mocha,36,78,Oklahoma,20,30,20,50,20,Regular
496,206,24,-1,2014-02-08,567,32,Small Market,West,7,Beans,Espresso,Caffe Latte,19,60,Washington,20,30,20,50,19,Regular
497,503,24,8,2014-02-09,829,36,Small Market,West,6,Leaves,Herbal Tea,Chamomile,28,64,Oregon,20,30,20,50,17,Decaf
498,603,16,-5,2014-02-10,851,25,Small Market,East,4,Leaves,Tea,Darjeeling,15,44,New Hampshire,10,30,20,40,15,Regular
499,541,29,7,2014-02-11,490,44,Small Market,West,8,Leaves,Tea,Darjeeling,37,78,Oregon,20,30,30,50,19,Regular
500,915,76,-2,2014-02-12,580,111,Major Market,South,21,Beans,Espresso,Decaf Espresso,78,187,Texas,40,80,80,120,33,Decaf
501,713,52,-44,2014-02-13,405,71,Major Market,South,17,Leaves,Herbal Tea,Chamomile,26,123,Texas,30,80,70,110,45,Decaf
502,217,76,-2,2014-02-14,580,111,Major Market,Central,21,Leaves,Tea,Darjeeling,78,187,Illinois,50,80,80,130,33,Regular
503,847,72,5,2014-02-15,650,110,Major Market,Central,23,Leaves,Tea,Earl Grey,55,182,Illinois,50,80,50,130,55,Regular
504,660,65,-35,2014-02-16,1053,77,Small Market,Central,20,Beans,Coffee,Decaf Irish Cream,35,142,Missouri,50,80,70,130,42,Decaf
505,660,32,-52,2014-02-17,833,47,Small Market,Central,8,Beans,Espresso,Decaf Espresso,28,79,Missouri,30,80,80,110,19,Decaf
506,405,82,5,2014-02-18,788,123,Small Market,South,27,Beans,Espresso,Decaf Espresso,65,205,Oklahoma,50,80,60,130,58,Decaf
507,715,56,-35,2014-02-19,385,70,Small Market,Central,21,Beans,Coffee,Amaretto,15,126,Wisconsin,40,80,50,120,55,Regular
508,405,91,6,2014-02-20,-1785,127,Small Market,South,28,Beans,Espresso,Caffe Latte,76,218,Oklahoma,50,80,70,130,51,Regular
509,414,60,-23,2014-02-21,329,99,Small Market,Central,18,Leaves,Herbal Tea,Chamomile,57,159,Wisconsin,40,80,80,120,42,Decaf
510,419,55,-24,2014-02-22,410,69,Major Market,Central,20,Beans,Espresso,Decaf Espresso,16,124,Ohio,70,80,40,150,53,Decaf
511,330,59,-17,2014-02-23,411,79,Major Market,Central,19,Beans,Coffee,Amaretto,33,138,Ohio,50,80,50,130,46,Regular
512,650,75,19,2014-02-24,659,114,Major Market,West,24,Leaves,Tea,Green Tea,59,189,California,50,80,40,130,55,Regular
513,314,69,-2,2014-02-25,1060,81,Small Market,Central,21,Beans,Coffee,Decaf Irish Cream,38,150,Missouri,60,80,40,140,43,Decaf
514,503,46,-18,2014-02-26,424,68,Small Market,West,14,Beans,Coffee,Decaf Irish Cream,32,114,Oregon,50,80,50,130,36,Decaf
515,206,75,5,2014-02-27,1063,89,Small Market,West,23,Beans,Espresso,Decaf Espresso,45,164,Washington,70,80,40,150,44,Decaf
516,203,61,-8,2014-02-28,613,86,Small Market,East,55,Beans,Espresso,Caffe Mocha,2,147,Connecticut,60,80,10,140,84,Regular
517,225,47,-16,2014-03-01,834,68,Small Market,South,13,Beans,Coffee,Colombian,44,115,Louisiana,50,80,60,130,24,Regular
518,541,52,-14,2014-03-02,509,73,Small Market,West,47,Beans,Coffee,Amaretto,-4,125,Oregon,60,80,10,140,77,Regular
519,435,53,-23,2014-03-03,380,71,Small Market,West,17,Beans,Coffee,Colombian,27,124,Utah,60,80,50,140,44,Regular
520,503,59,-17,2014-03-04,411,79,Small Market,West,19,Beans,Espresso,Caffe Mocha,33,138,Oregon,50,80,50,130,46,Regular
521,920,53,-2,2014-03-05,321,88,Small Market,Central,16,Leaves,Herbal Tea,Chamomile,48,141,Wisconsin,50,80,50,130,40,Decaf
522,959,54,-9,2014-03-06,885,78,Small Market,East,15,Leaves,Tea,Darjeeling,51,132,Connecticut,50,80,60,130,27,Regular
523,740,46,-34,2014-03-07,422,57,Major Market,Central,17,Beans,Espresso,Decaf Espresso,6,103,Ohio,50,80,40,130,51,Decaf
524,630,67,7,2014-03-08,677,101,Major Market,Central,22,Leaves,Tea,Earl Grey,47,168,Illinois,50,80,40,130,54,Regular
525,518,54,-8,2014-03-09,601,79,Major Market,East,15,Leaves,Tea,Green Tea,52,133,New York,50,80,60,130,27,Regular
526,213,67,-3,2014-03-10,677,101,Major Market,West,22,Leaves,Tea,Green Tea,47,168,California,40,80,50,120,54,Regular
527,503,41,-25,2014-03-11,435,60,Small Market,West,13,Beans,Coffee,Decaf Irish Cream,25,101,Oregon,40,80,50,120,35,Decaf
528,715,65,-8,2014-03-12,403,80,Small Market,Central,24,Beans,Coffee,Amaretto,22,145,Wisconsin,60,80,30,140,58,Regular
529,503,47,-27,2014-03-13,521,65,Small Market,West,42,Beans,Coffee,Amaretto,-7,112,Oregon,50,80,20,130,72,Regular
530,801,49,-29,2014-03-14,392,65,Small Market,West,16,Beans,Coffee,Colombian,21,114,Utah,50,80,50,130,44,Regular
531,509,65,-7,2014-03-15,403,80,Small Market,West,24,Beans,Espresso,Caffe Mocha,23,145,Washington,60,80,30,140,57,Regular
532,985,68,-4,2014-03-16,619,85,Small Market,South,25,Leaves,Herbal Tea,Lemon,26,153,Louisiana,60,80,30,140,59,Decaf
533,432,76,36,2014-03-17,580,111,Major Market,South,21,Beans,Espresso,Decaf Espresso,116,199,Texas,40,80,80,120,33,Decaf
534,325,52,-31,2014-03-18,405,71,Major Market,South,17,Leaves,Herbal Tea,Chamomile,39,131,Texas,30,80,70,110,45,Decaf
535,815,76,36,2014-03-19,580,111,Major Market,Central,21,Leaves,Tea,Darjeeling,116,199,Illinois,50,80,80,130,33,Regular
536,815,72,32,2014-03-20,650,110,Major Market,Central,23,Leaves,Tea,Earl Grey,82,194,Illinois,50,80,50,130,55,Regular
537,636,65,-18,2014-03-21,1053,77,Small Market,Central,20,Beans,Coffee,Decaf Irish Cream,52,151,Missouri,50,80,70,130,42,Decaf
538,417,32,-38,2014-03-22,833,47,Small Market,Central,8,Beans,Espresso,Decaf Espresso,42,84,Missouri,30,80,80,110,19,Decaf
539,405,82,36,2014-03-23,788,123,Small Market,South,27,Beans,Espresso,Decaf Espresso,96,218,Oklahoma,50,80,60,130,58,Decaf
540,414,56,-28,2014-03-24,385,70,Small Market,Central,21,Beans,Coffee,Amaretto,22,134,Wisconsin,40,80,50,120,55,Regular
541,405,91,43,2014-03-25,-1785,127,Small Market,South,28,Beans,Espresso,Caffe Latte,113,232,Oklahoma,50,80,70,130,51,Regular
542,715,60,5,2014-03-26,329,99,Small Market,Central,18,Leaves,Herbal Tea,Chamomile,85,169,Wisconsin,40,80,80,120,42,Decaf
543,937,55,-16,2014-03-27,410,69,Major Market,Central,20,Beans,Espresso,Decaf Espresso,24,132,Ohio,70,80,40,150,53,Decaf
544,234,59,-1,2014-03-28,411,79,Major Market,Central,19,Beans,Coffee,Amaretto,49,147,Ohio,50,80,50,130,46,Regular
545,209,75,48,2014-03-29,659,114,Major Market,West,24,Leaves,Tea,Green Tea,88,201,California,50,80,40,130,55,Regular
546,417,69,16,2014-03-30,1060,81,Small Market,Central,21,Beans,Coffee,Decaf Irish Cream,56,160,Missouri,60,80,40,140,43,Decaf
547,503,46,-3,2014-03-31,424,68,Small Market,West,14,Beans,Coffee,Decaf Irish Cream,47,121,Oregon,50,80,50,130,36,Decaf
548,425,75,27,2014-04-01,1063,89,Small Market,West,23,Beans,Espresso,Decaf Espresso,67,175,Washington,70,80,40,150,44,Decaf
549,475,61,-7,2014-04-02,613,86,Small Market,East,55,Beans,Espresso,Caffe Mocha,3,157,Connecticut,60,80,10,140,84,Regular
550,318,47,5,2014-04-03,834,68,Small Market,South,13,Beans,Coffee,Colombian,65,123,Louisiana,50,80,60,130,24,Regular
551,971,52,-16,2014-04-04,509,73,Small Market,West,47,Beans,Coffee,Amaretto,-6,133,Oregon,60,80,10,140,77,Regular
552,435,53,-10,2014-04-05,380,71,Small Market,West,17,Beans,Coffee,Colombian,40,132,Utah,60,80,50,140,44,Regular
553,541,59,-1,2014-04-06,411,79,Small Market,West,19,Beans,Espresso,Caffe Mocha,49,147,Oregon,50,80,50,130,46,Regular
554,262,53,21,2014-04-07,321,88,Small Market,Central,16,Leaves,Herbal Tea,Chamomile,71,150,Wisconsin,50,80,50,130,40,Decaf
555,860,54,16,2014-04-08,885,78,Small Market,East,15,Leaves,Tea,Darjeeling,76,141,Connecticut,50,80,60,130,27,Regular
556,419,46,-31,2014-04-09,422,57,Major Market,Central,17,Beans,Espresso,Decaf Espresso,9,110,Ohio,50,80,40,130,51,Decaf
557,708,67,30,2014-04-10,677,101,Major Market,Central,22,Leaves,Tea,Earl Grey,70,179,Illinois,50,80,40,130,54,Regular
558,585,54,17,2014-04-11,601,79,Major Market,East,15,Leaves,Tea,Green Tea,77,142,New York,50,80,60,130,27,Regular
559,510,67,20,2014-04-12,677,101,Major Market,West,22,Leaves,Tea,Green Tea,70,179,California,40,80,50,120,54,Regular
560,541,41,-13,2014-04-13,435,60,Small Market,West,13,Beans,Coffee,Decaf Irish Cream,37,108,Oregon,40,80,50,120,35,Decaf
561,920,65,3,2014-04-14,403,80,Small Market,Central,24,Beans,Coffee,Amaretto,33,155,Wisconsin,60,80,30,140,58,Regular
562,541,47,-30,2014-04-15,521,65,Small Market,West,42,Beans,Coffee,Amaretto,-10,119,Oregon,50,80,20,130,72,Regular
563,435,49,-19,2014-04-16,392,65,Small Market,West,16,Beans,Coffee,Colombian,31,121,Utah,50,80,50,130,44,Regular
564,509,65,4,2014-04-17,403,80,Small Market,West,24,Beans,Espresso,Caffe Mocha,34,155,Washington,60,80,30,140,57,Regular
565,318,68,9,2014-04-18,619,85,Small Market,South,25,Leaves,Herbal Tea,Lemon,39,163,Louisiana,60,80,30,140,59,Decaf
566,214,39,-54,2014-04-19,541,51,Major Market,South,12,Beans,Coffee,Decaf Irish Cream,26,90,Texas,40,90,80,130,25,Decaf
567,936,239,-155,2014-04-20,1246,281,Major Market,South,74,Beans,Coffee,Colombian,185,520,Texas,350,420,340,770,96,Regular
568,210,123,33,2014-04-21,915,179,Major Market,South,34,Beans,Espresso,Caffe Mocha,133,302,Texas,70,120,100,190,46,Regular
569,225,48,-35,2014-04-22,851,70,Small Market,South,13,Beans,Coffee,Decaf Irish Cream,45,118,Louisiana,70,90,80,160,25,Decaf
570,225,48,-33,2014-04-23,829,71,Small Market,South,13,Beans,Coffee,Colombian,47,119,Louisiana,70,90,80,160,24,Regular
571,505,45,-57,2014-04-24,447,69,Small Market,South,14,Beans,Coffee,Colombian,23,114,New Mexico,50,110,80,160,46,Regular
572,918,90,-66,2014-04-25,572,115,Small Market,South,29,Beans,Coffee,Colombian,74,205,Oklahoma,130,160,140,290,41,Regular
573,505,25,-22,2014-04-26,-466,31,Small Market,South,9,Beans,Espresso,Caffe Latte,-12,56,New Mexico,10,20,10,30,43,Regular
574,225,103,-23,2014-04-27,564,133,Small Market,South,33,Leaves,Herbal Tea,Chamomile,87,236,Louisiana,80,130,110,210,46,Decaf
575,504,79,-26,2014-04-28,593,98,Small Market,South,30,Leaves,Herbal Tea,Lemon,34,177,Louisiana,60,90,60,150,64,Decaf
576,405,96,-23,2014-04-29,683,134,Small Market,South,87,Leaves,Herbal Tea,Lemon,17,230,Oklahoma,80,120,40,200,117,Decaf
577,956,225,-56,2014-04-30,1272,265,Major Market,South,69,Beans,Coffee,Colombian,174,490,Texas,260,320,230,580,91,Regular
578,817,75,19,2014-05-01,-1050,114,Major Market,South,24,Beans,Espresso,Caffe Latte,59,189,Texas,50,90,40,140,55,Regular
579,409,118,27,2014-05-02,930,172,Major Market,South,33,Beans,Espresso,Caffe Mocha,127,290,Texas,90,130,100,220,45,Regular
580,918,78,22,2014-05-03,798,119,Small Market,South,25,Beans,Espresso,Decaf Espresso,62,197,Oklahoma,60,90,40,150,57,Decaf
581,918,88,-19,2014-05-04,561,112,Small Market,South,29,Beans,Coffee,Colombian,71,200,Oklahoma,100,130,90,230,41,Regular
582,918,102,29,2014-05-05,-2003,143,Small Market,South,31,Beans,Espresso,Caffe Latte,89,245,Oklahoma,80,100,60,180,54,Regular
583,337,101,5,2014-05-06,552,130,Small Market,South,33,Leaves,Herbal Tea,Chamomile,85,231,Louisiana,90,120,80,210,45,Decaf
584,505,15,-1,2014-05-07,848,24,Small Market,South,4,Leaves,Herbal Tea,Chamomile,9,39,New Mexico,10,20,10,30,15,Decaf
585,337,82,-2,2014-05-08,601,102,Small Market,South,31,Leaves,Herbal Tea,Lemon,38,184,Louisiana,70,100,40,170,64,Decaf
586,580,94,-5,2014-05-09,694,130,Small Market,South,85,Leaves,Herbal Tea,Lemon,15,224,Oklahoma,80,120,20,200,115,Decaf
587,972,241,-52,2014-05-10,1321,284,Major Market,South,74,Beans,Coffee,Colombian,188,525,Texas,280,340,240,620,96,Regular
588,972,123,23,2014-05-11,959,179,Major Market,South,34,Beans,Espresso,Caffe Mocha,133,302,Texas,90,140,110,230,46,Regular
589,505,92,-24,2014-05-12,1898,68,Small Market,South,28,Beans,Coffee,Decaf Irish Cream,16,160,New Mexico,100,90,40,190,52,Decaf
590,405,88,12,2014-05-13,817,133,Small Market,South,29,Beans,Espresso,Decaf Espresso,72,221,Oklahoma,60,110,60,170,61,Decaf
591,318,49,-24,2014-05-14,845,71,Small Market,South,13,Beans,Coffee,Colombian,46,120,Louisiana,50,90,70,140,25,Regular
